_cached_page_id,keyword_1,relevance_1,sentiment_score_1,sentiment_label_1,emotion_sadness_1,emotion_joy_1,emotion_fear_1,emotion_disgust_1,emotion_anger_1,keyword_2,relevance_2,sentiment_score_2,sentiment_label_2,emotion_sadness_2,emotion_joy_2,emotion_fear_2,emotion_disgust_2,emotion_anger_2,keyword_3,relevance_3,sentiment_score_3,sentiment_label_3,emotion_sadness_3,emotion_joy_3,emotion_fear_3,emotion_disgust_3,emotion_anger_3,keyword_4,relevance_4,sentiment_score_4,sentiment_label_4,emotion_sadness_4,emotion_joy_4,emotion_fear_4,emotion_disgust_4,emotion_anger_4
ed2727c8ae3d3333fcdc8ea9993d532833c14761,"current spintronics applications",0.942053,-0.348002,negative,0.158715,0.130357,0.031451,0.06779,0.014114,"spin-orbit coupled semiconductors",0.737532,0.0,neutral,0.237564,0.140418,0.211761,0.170632,0.031695,"radical new approach",0.68541,0.0,neutral,0.044823,0.318789,0.178582,0.037836,0.114286,"spin-orbit coupling phenomena",0.681726,0.0,neutral,0.282117,0.370741,0.244975,0.066201,0.114066,"Antiferromagnetic I-II-V semiconductors",0.665192,0.0,neutral,0.170081,0.173427,0.117208,0.079431,0.096408
ca0a21225368ee75ab62a5144f1590fd666c2e8f,"mapping class groups",0.973934,0.20048,positive,0.387471,0.409537,0.091342,0.081437,0.042625,"deformation invariant analogs",0.784769,0.0,neutral,0.151545,0.174219,0.093654,0.072945,0.08686,"automorphism groups",0.742008,0.0,neutral,0.184481,0.347456,0.080041,0.079383,0.10406,"topological conformal field",0.712382,0.0,neutral,0.429768,0.4896,0.062543,0.04391,0.012728,"homological stability theorems",0.707386,0.0,neutral,0.187473,0.339343,0.079669,0.078358,0.099799
d3d2e5b2b5564cb587693649079e3410ccf4c21b,"RNA viruses",0.930073,-0.468391,negative,0.241795,0.189351,0.478727,0.08865,0.085826,"RNA virus",0.863961,-0.431357,negative,0.067462,0.087374,0.127718,0.055256,0.036463,"mutational robustness",0.75038,-0.452608,negative,0.060835,0.102213,0.13544,0.106977,0.123361,"RNA virus fitness",0.601254,-0.380345,negative,0.083469,0.120545,0.055622,0.068614,0.073403,"particular RNA virus",0.587023,0.0,neutral,0.058038,0.101722,0.11796,0.03662,0.017456
e60977e5fc02e5e8ff7bb19dcbbfb4e20de9a2e1,"analytic number theory",0.959487,0.477993,positive,0.312709,0.194435,0.252749,0.018645,0.01601,"multiplicative function",0.784049,-0.219867,negative,0.143528,0.311298,0.108458,0.021457,0.011993,"associated multiplicative function",0.761077,-0.219867,negative,0.118873,0.083031,0.028043,0.042255,0.014408,"associated Dirichlet series",0.699882,0.382623,positive,0.152821,0.391189,0.015515,0.029148,0.054582,"mean values",0.570811,0.473503,positive,0.106151,0.278305,0.05418,0.03551,0.055459
bea28a66516640e69de5a645fa968f805f379a65,"accretion disc",0.962404,0.0,neutral,0.266964,0.376671,0.113627,0.044172,0.161174,"accretion disc models",0.798439,0.0,neutral,0.35487,0.171847,0.131315,0.082534,0.218205,"disc accretion proceeds",0.658693,0.0,neutral,0.052188,0.072274,0.027335,0.059203,0.062628,"accretion disc model",0.65425,0.0,neutral,0.161767,0.252013,0.019909,0.030041,0.094892,"realistic accretion disc",0.642197,0.0,neutral,0.142881,0.123785,0.19039,0.088129,0.274542
21b9a2e3efe13b61cb44505152c426757f9d7556,"radically interdisciplinary project",0.948358,0.0,neutral,0.063178,0.68734,0.16843,0.051642,0.011187,"substantially new field",0.924726,0.0,neutral,0.063178,0.68734,0.16843,0.051642,0.011187,"nineteenth-century British culture",0.864483,0.0,neutral,0.084236,0.701074,0.09447,0.022301,0.061346,"mathematics studies",0.848814,0.0,neutral,0.062941,0.735829,0.134026,0.030013,0.021199,"traditional cultural prestige",0.769456,0.0,neutral,0.381917,0.161281,0.047868,0.082851,0.138612
9289e93da18614bf3a0f8e90905911a87db44566,"15th-c. printed books",0.928451,0.808958,positive,0.176703,0.686373,0.044574,0.048402,0.060606,"unique documentary evidence",0.812361,0.28954,positive,0.129681,0.385591,0.040775,0.011074,0.058522,"book trade differs",0.742304,0.0,neutral,0.093334,0.619746,0.163325,0.013626,0.025099,"early modern periods",0.737123,0.0,neutral,0.093334,0.619746,0.163325,0.013626,0.025099,"British Academy pilot",0.726866,0.808958,positive,0.123951,0.645465,0.059121,0.023232,0.084625
96cf174a271d6baa1c462252741b6941058cd29f,"carbon cycle models",0.914664,-0.446685,negative,0.096968,0.125147,0.086834,0.027791,0.039019,"terrestrial 14C data",0.765572,0.0,neutral,0.119267,0.105119,0.053266,0.013971,0.01965,"radiocarbon data",0.735434,0.510046,positive,0.070712,0.126617,0.067546,0.029869,0.058584,"Carbon enters ecosystems",0.720519,0.0,neutral,0.137391,0.07471,0.126604,0.061317,0.046796,"age distribution",0.674213,0.510046,positive,0.089234,0.107908,0.104532,0.036262,0.090234
88b09f9f4f18d061deeac197e15ce354edb40554,"modern humans",0.912129,0.0,neutral,0.286908,0.195502,0.09116,0.117128,0.122092,"closest evolutionary relatives",0.789725,0.0,neutral,0.136651,0.391689,0.149827,0.24841,0.084059,"ancient DNA extraction",0.721692,0.0,neutral,0.124132,0.1468,0.312496,0.030907,0.050952,"DNA libraries construction",0.713617,0.0,neutral,0.124132,0.1468,0.312496,0.030907,0.050952,"DNA capture methods",0.690211,0.0,neutral,0.094292,0.206235,0.069053,0.043032,0.249636
2c7757b4a02126e1274d4a1ddc3e40bd01c28ea1,"novel subminiature actuator",0.900186,0.0,neutral,0.163705,0.15752,0.008931,0.049026,0.014081,"wafer scale integration",0.891949,0.0,neutral,0.202348,0.201873,0.143831,0.134331,0.093659,"ionic polymer-metal composites",0.879857,0.0,neutral,0.187272,0.399178,0.16141,0.047456,0.02974,"pressure sensing arrays",0.866788,0.0,neutral,0.251352,0.021781,0.484864,0.009073,0.026327,"flex/stretch interconnect technology",0.863857,0.0,neutral,0.04331,0.579453,0.066983,0.035371,0.055036
